Review_ID,Product_Name,Review_Text,Rating
374,Tablet,Exceptional performance!,-1
375,Smartwatch,Crashed on the first day! Unbelievable.,2
376,Smartwatch,Exceptional performance!,-1
377,Tablet,Build quality feels cheap.,3
378,Smartwatch,"Poor build quality, broke in a week.",3
379,Laptop,Noise isolation is perfect!,2
380,Smartphone,Too expensive for the specs it offers.,2
381,Laptop,"Battery lasts barely a day, not worth it.",3
382,Smartwatch,Super slow! Regret buying.,3
383,Smartwatch,Very satisfied with the performance.,6
384,Tablet,Exceptional performance!,1
385,Tablet,Great battery life and amazing camera!,-1
386,Smartphone,Notifications are very slow to appear.,2
387,Laptop,Super slow! Regret buying.,6
388,Tablet,Notifications are very slow to appear.,2
389,Smartphone,Noise isolation is perfect!,-1
390,Tablet,Decent sound quality but overpriced,4
391,Smartphone,Too expensive for the specs it offers.,-1
392,Laptop,Waterproof and stylish!,1
393,Tablet,Absolutely fantastic for reading and browsing.,4
394,Smartphone,"Super fast SSD, boots in seconds!",1
395,Tablet,"Camera is outstanding, love it!",4
396,Tablet,"Fast and smooth performance, highly recommend!",5
397,Laptop,"Camera is outstanding, love it!",4
398,Smartphone,"Poor build quality, broke in a week.",1
399,Tablet,,4
400,Smartphone,"Battery lasts barely a day, not worth it.",5
401,Smartphone,Garbage! Never buying again!,-1
402,Smartwatch,Very satisfied with the performance.,5
403,Laptop,Too expensive for the specs it offers.,4
404,Smartwatch,Build quality feels cheap.,6
405,Smartwatch,"Overheats like crazy, unusable!",1
406,Headphones,"Overheats like crazy, unusable!",1
407,Smartwatch,LOVE THE FEATURES! but battery drains fast,2
408,Smartwatch,Best purchase I've made!,4
409,Tablet,"Too many bugs, very disappointing.",5
410,Headphones,EXCELLENT device. love it!,2
411,Laptop,LOVE THE FEATURES! but battery drains fast,2
412,Headphones,Sound quality is great! But overpriced.,5
413,Smartwatch,,4
414,Smartwatch,Waterproof and stylish!,6
415,Smartphone,"Super fast SSD, boots in seconds!",5
416,Smartphone,Noise isolation is perfect!,3
417,Smartphone,,3
418,Smartphone,Build quality feels cheap.,1
419,Smartphone,"Fast and smooth performance, highly recommend!",5
420,Smartwatch,Exceptional performance!,3
421,Smartphone,"Overheats like crazy, unusable!",-1
422,Tablet,"Speakers are too low, can't hear properly.",4
423,Tablet,Touchpad is very unresponsive.,5
424,Laptop,Extremely comfortable for long hours.,6
425,Smartwatch,Stylus works beautifully!,1
426,Tablet,Absolutely fantastic for reading and browsing.,-1
427,Laptop,"Camera is outstanding, love it!",1
428,Smartphone,Great battery life and amazing camera!,3
429,Smartphone,Too expensive for the specs it offers.,1
430,Headphones,"Camera is outstanding, love it!",3
431,Headphones,,-1
432,Smartwatch,Garbage! Never buying again!,2
433,Laptop,"Bad product, worst ever!",6
434,Headphones,"Too many bugs, very disappointing.",4
435,Tablet,,2
436,Tablet,Touchpad is very unresponsive.,4
437,Laptop,,2
438,Laptop,Charges super fast!,2
439,Headphones,Waterproof and stylish!,5
440,Tablet,Exceptional performance!,1
441,Smartphone,Best tablet ever!!!!!!!,2
442,Laptop,Touchpad is very unresponsive.,1
443,Smartwatch,"Fast and smooth performance, highly recommend!",5
444,Tablet,Best purchase I've made!,2
445,Smartwatch,LOVE THE FEATURES! but battery drains fast,2
446,Smartphone,"Speakers are too low, can't hear properly.",4
447,Laptop,"Overheats like crazy, unusable!",-1
448,Laptop,Too expensive for the specs it offers.,6
449,Laptop,LOVE THE FEATURES! but battery drains fast,1
450,Laptop,Charges super fast!,1
451,Smartwatch,Waterproof and stylish!,3
452,Laptop,"Overheats like crazy, unusable!",2
453,Smartwatch,Too expensive for the specs it offers.,6
454,Smartphone,Charges super fast!,3
455,Tablet,Exceptional performance!,5
456,Laptop,Touchpad is very unresponsive.,4
457,Laptop,Waterproof and stylish!,2
458,Headphones,Noise isolation is perfect!,5
459,Headphones,"Battery lasts barely a day, not worth it.",4
460,Tablet,"Poor build quality, broke in a week.",3
461,Laptop,"Bad product, worst ever!",6
462,Smartphone,"Speakers are too low, can't hear properly.",-1
463,Headphones,Absolutely fantastic for reading and browsing.,5
464,Smartphone,Build quality feels cheap.,1
465,Headphones,Very satisfied with the performance.,4
466,Tablet,Charges super fast!,3
467,Smartwatch,Notifications are very slow to appear.,1
468,Smartphone,Waterproof and stylish!,5
469,Tablet,Notifications are very slow to appear.,4
470,Smartwatch,Best purchase I've made!,4
471,Tablet,"Battery lasts barely a day, not worth it.",1
472,Laptop,Great battery life and amazing camera!,-1
473,Smartwatch,Best tablet ever!!!!!!!,1
474,Smartwatch,Slow performance and keeps freezing,6
475,Headphones,Charges super fast!,1
476,Smartwatch,Waterproof and stylish!,2
477,Smartwatch,Stylus works beautifully!,4
478,Tablet,Touchpad is very unresponsive.,-1
479,Tablet,Crashed on the first day! Unbelievable.,1
480,Smartwatch,Slow performance and keeps freezing,3
481,Smartwatch,Garbage! Never buying again!,1
482,Laptop,Waterproof and stylish!,6
483,Laptop,Best purchase I've made!,4
484,Smartwatch,Exceptional performance!,1
485,Smartphone,Build quality feels cheap.,-1
486,Laptop,Extremely comfortable for long hours.,2
487,Smartwatch,Garbage! Never buying again!,-1
488,Tablet,Best purchase I've made!,2
489,Tablet,Touchpad is very unresponsive.,4
490,Headphones,Best purchase I've made!,2
491,Smartphone,Sound quality is great! But overpriced.,4
492,Tablet,LOVE THE FEATURES! but battery drains fast,6
493,Headphones,Decent sound quality but overpriced,5
494,Laptop,,5
495,Laptop,"Poor build quality, broke in a week.",6
496,Laptop,EXCELLENT device. love it!,4
497,Laptop,Absolutely fantastic for reading and browsing.,2
498,Smartwatch,Extremely comfortable for long hours.,4
499,Laptop,Waterproof and stylish!,-1
500,Tablet,,1
501,Tablet,Slow performance and keeps freezing,2
502,Headphones,Decent sound quality but overpriced,2
503,Smartphone,Best purchase I've made!,1
504,Laptop,"Overheats like crazy, unusable!",-1
505,Headphones,LOVE THE FEATURES! but battery drains fast,4
506,Headphones,Best tablet ever!!!!!!!,6
507,Headphones,Decent sound quality but overpriced,-1
508,Smartwatch,Decent sound quality but overpriced,2
509,Smartphone,"Overheats like crazy, unusable!",3
510,Smartphone,"Battery lasts barely a day, not worth it.",4
511,Laptop,Slow performance and keeps freezing,-1
512,Laptop,Touchpad is very unresponsive.,-1
513,Headphones,EXCELLENT device. love it!,6
514,Smartwatch,Extremely comfortable for long hours.,3
515,Tablet,Decent sound quality but overpriced,6
516,Tablet,Very satisfied with the performance.,6
517,Smartphone,"Camera is outstanding, love it!",4
518,Smartphone,"Poor build quality, broke in a week.",-1
519,Smartphone,"Speakers are too low, can't hear properly.",4
520,Headphones,Crashed on the first day! Unbelievable.,3
521,Laptop,"Overheats like crazy, unusable!",-1
522,Headphones,Crashed on the first day! Unbelievable.,2
523,Laptop,"Too many bugs, very disappointing.",3
524,Tablet,"Super fast SSD, boots in seconds!",4
525,Laptop,Stylus works beautifully!,3
526,Laptop,Super slow! Regret buying.,6
527,Headphones,Sound quality is great! But overpriced.,6
528,Headphones,Extremely comfortable for long hours.,2
529,Headphones,Super slow! Regret buying.,6
530,Tablet,LOVE THE FEATURES! but battery drains fast,4
531,Headphones,,4
532,Tablet,"Fast and smooth performance, highly recommend!",1
533,Laptop,Best purchase I've made!,6
534,Tablet,"Poor build quality, broke in a week.",5
535,Laptop,Exceptional performance!,4
536,Headphones,Crashed on the first day! Unbelievable.,6
537,Smartwatch,,4
538,Smartwatch,LOVE THE FEATURES! but battery drains fast,6
539,Laptop,Waterproof and stylish!,3
540,Headphones,EXCELLENT device. love it!,6
541,Smartwatch,EXCELLENT device. love it!,4
542,Tablet,Touchpad is very unresponsive.,3
543,Laptop,"Speakers are too low, can't hear properly.",5
544,Laptop,Absolutely fantastic for reading and browsing.,-1
545,Tablet,"Bad product, worst ever!",-1
546,Headphones,"Overheats like crazy, unusable!",2
547,Laptop,"Overheats like crazy, unusable!",2
548,Smartphone,Exceptional performance!,2
549,Headphones,Stylus works beautifully!,4
550,Smartwatch,Best purchase I've made!,1
551,Tablet,Best purchase I've made!,3
552,Smartwatch,EXCELLENT device. love it!,2
553,Smartwatch,,3
554,Headphones,"Too many bugs, very disappointing.",3
555,Headphones,Super slow! Regret buying.,1
556,Tablet,Waterproof and stylish!,1
557,Smartphone,Great battery life and amazing camera!,1
558,Tablet,"Battery lasts barely a day, not worth it.",1
559,Tablet,"Camera is outstanding, love it!",2
560,Smartwatch,EXCELLENT device. love it!,3
561,Smartwatch,Slow performance and keeps freezing,4
562,Tablet,Too expensive for the specs it offers.,6
563,Headphones,"Too many bugs, very disappointing.",-1
564,Tablet,Touchpad is very unresponsive.,3
565,Tablet,Stylus works beautifully!,2
566,Tablet,"Speakers are too low, can't hear properly.",1
567,Smartwatch,,6
568,Smartwatch,Notifications are very slow to appear.,4
569,Smartphone,LOVE THE FEATURES! but battery drains fast,6
570,Smartphone,Too expensive for the specs it offers.,6
571,Smartwatch,Super slow! Regret buying.,2
572,Smartphone,Build quality feels cheap.,1
573,Tablet,Best purchase I've made!,-1
574,Laptop,"Poor build quality, broke in a week.",5
575,Tablet,"Poor build quality, broke in a week.",-1
576,Smartphone,Sound quality is great! But overpriced.,4
577,Laptop,"Bad product, worst ever!",1
578,Tablet,"Too many bugs, very disappointing.",5
579,Laptop,Best purchase I've made!,1
580,Laptop,Best tablet ever!!!!!!!,3
581,Headphones,Super slow! Regret buying.,2
582,Smartwatch,Touchpad is very unresponsive.,5
583,Smartphone,Too expensive for the specs it offers.,3
584,Smartphone,EXCELLENT device. love it!,6
585,Smartphone,Very satisfied with the performance.,-1
586,Headphones,Notifications are very slow to appear.,4
587,Headphones,"Fast and smooth performance, highly recommend!",5
588,Smartwatch,"Too many bugs, very disappointing.",-1
589,Headphones,"Speakers are too low, can't hear properly.",2
590,Tablet,Waterproof and stylish!,5
591,Headphones,Charges super fast!,6
592,Smartwatch,"Poor build quality, broke in a week.",4
593,Headphones,EXCELLENT device. love it!,1
594,Smartphone,Waterproof and stylish!,6
595,Laptop,Great battery life and amazing camera!,3
596,Tablet,Sound quality is great! But overpriced.,4
597,Headphones,Absolutely fantastic for reading and browsing.,5
598,Smartwatch,Exceptional performance!,2
599,Tablet,Stylus works beautifully!,6
600,Smartwatch,Too expensive for the specs it offers.,2
601,Headphones,Build quality feels cheap.,5
602,Smartwatch,LOVE THE FEATURES! but battery drains fast,4
603,Smartphone,"Bad product, worst ever!",-1
604,Tablet,Decent sound quality but overpriced,1
605,Headphones,Crashed on the first day! Unbelievable.,3
606,Smartwatch,Touchpad is very unresponsive.,3
607,Laptop,Build quality feels cheap.,5
608,Headphones,"Super fast SSD, boots in seconds!",4
